location;chrom;start;end;CIRCexplorer2_name;CircBank_Name;S04_P;S05_P;S14_P;S19_P;S16_N;S02_N;S23_N;S07_N
chr5:75993811-75997038;chr5;75993811;75997038;HSA_CIRCpedia_52637;hsa_circIQGAP2_009;2;6;7;5;NA;NA;8;4
chr11:116820848-116827780;chr11;116820848;116827780;HSA_CIRCpedia_155647;NA;2;NA;1;NA;NA;NA;NA;NA
chr20:33057852-33080402;chr20;33057852;33080402;HSA_CIRCpedia_33815;hsa_circITCH_053;6;7;3;13;NA;5;10;7
chr9:115166274-115168002;chr9;115166274;115168002;HSA_CIRCpedia_62354;hsa_circHSDL2_002;NA;NA;1;NA;NA;NA;2;1
chr3:155547476-155551830;chr3;155547476;155551830;HSA_CIRCpedia_44131;hsa_circSLC33A1_007;8;5;9;8;4;5;10;NA
chr1:155896466-155899631;chr1;155896466;155899631;HSA_CIRCpedia_28268;hsa_circKIAA0907_005;NA;1;1;NA;NA;NA;NA;NA
chr13:81261370-81331421;chr13;81261370;81331421;hsa-circ-intronic.20967;hsa_circTCONS_l2_00006951_003;NA;NA;1;NA;NA;NA;NA;NA
chr3:141465953-141469182;chr3;141465953;141469182;hsa-circ-intronic.29311;hsa_circTCONS_00006247_001;NA;NA;1;NA;NA;NA;NA;NA
chr8:135824852-135825412;chr8;135824852;135825412;hsa-circ-intronic.35973;hsa_circ_chr8_00061;14;NA;9;10;3;NA;15;6
chr19:7527037-7529576;chr19;7527037;7529576;HSA_CIRCpedia_26833;hsa_circARHGEF18_011;NA;NA;1;NA;NA;3;NA;NA
chr5:142281499-142437312;chr5;142281499;142437312;HSA_CIRCpedia_113766;NA;1;NA;1;NA;NA;NA;NA;2
chr5:142434003-142437312;chr5;142434003;142437312;HSA_CIRCpedia_50593;hsa_circARHGAP26_020;15;18;13;19;9;13;17;24
chr22:40673080-40681774;chr22;40673080;40681774;HSA_CIRCpedia_36733;hsa_circTNRC6B_016;3;2;2;5;1;NA;4;1
chr18:29419274-29437945;chr18;29419274;29437945;HSA_CIRCpedia_88339;NA;NA;NA;1;2;NA;NA;NA;NA
chr7:90355880-90377090;chr7;90355880;90377090;HSA_CIRCpedia_59232;hsa_circCDK14_008;NA;2;1;1;NA;3;NA;NA
chr16:11114049-11220003;chr16;11114049;11220003;HSA_CIRCpedia_16301;hsa_circCLEC16A_030;3;5;10;4;1;NA;4;8
chr14:92473983-92477416;chr14;92473983;92477416;HSA_CIRCpedia_13436;hsa_circTRIP11_008;12;3;10;6;2;6;6;5
chr10:50098623-50109908;chr10;50098623;50109908;HSA_CIRCpedia_1742;NA;9;2;3;3;NA;2;6;NA
chr10:70497601-70502326;chr10;70497601;70502326;HSA_CIRCpedia_2114;hsa_circCCAR1_011;3;2;8;19;2;4;9;6
chr13:21742126-21742538;chr13;21742126;21742538;HSA_CIRCpedia_10339;hsa_circSKA3_005;16;18;6;8;7;8;NA;19
chr5:109049220-109065214;chr5;109049220;109065214;HSA_CIRCpedia_49797;hsa_circMAN2A1_005;43;31;27;61;33;21;43;14
chr17:7246697-7247967;chr17;7246697;7247967;HSA_CIRCpedia_370959;NA;4;4;2;11;1;2;6;2
chr16:11857333-11859541;chr16;11857333;11859541;HSA_CIRCpedia_16337;hsa_circZC3H7A_020;3;NA;2;NA;NA;NA;NA;NA
chr10:70545892-70551098;chr10;70545892;70551098;hsa-circ-CCAR1-overlap.49;hsa_circCCAR1_037;NA;1;1;NA;NA;NA;NA;1
chr2:71582848-71607695;chr2;71582848;71607695;HSA_CIRCpedia_42239;hsa_circZNF638_009;9;4;8;7;1;11;10;3
chr1:118454615-118461358;chr1;118454615;118461358;HSA_CIRCpedia_27504;hsa_circGDAP2_012;3;4;6;5;2;14;10;2
chr11:117023156-117034608;chr11;117023156;117034608;HSA_CIRCpedia_3335;hsa_circPAFAH1B2_006;16;13;6;16;13;6;21;17
chr4:1902352-1906105;chr4;1902352;1906105;HSA_CIRCpedia_48160;hsa_circWHSC1_008;3;7;2;2;3;NA;NA;1
chr17:526772-531471;chr17;526772;531471;HSA_CIRCpedia_120092;hsa_circVPS53_021;NA;NA;1;1;NA;NA;NA;1
chr2:75921366-75923441;chr2;75921366;75923441;HSA_CIRCpedia_122472;hsa_circGCFC2_005;NA;NA;1;3;NA;NA;NA;NA
chr2:183993014-183998351;chr2;183993014;183998351;HSA_CIRCpedia_38840;hsa_circNUP35_005;2;4;3;NA;3;3;NA;NA
chr7:30590251-30608605;chr7;30590251;30608605;hsa-circ-LOC401320-overlap.12;NA;NA;1;1;NA;NA;1;NA;NA
chr5:77521365-77563419;chr5;77521365;77563419;HSA_CIRCpedia_52703;NA;NA;NA;1;NA;NA;NA;NA;NA
chr1:224454705-224455835;chr1;224454705;224455835;hsa-circ-NVL-overlap.4;NA;NA;NA;5;NA;NA;NA;NA;NA
chr6:130343371-130442103;chr6;130343371;130442103;HSA_CIRCpedia_136062;hsa_circL3MBTL3_005;NA;NA;1;3;1;NA;NA;NA
chr10:103427642-103436193;chr10;103427642;103436193;HSA_CIRCpedia_117;hsa_circFBXW4_008;63;57;79;70;30;46;70;26
chr5:32390380-32397444;chr5;32390380;32397444;HSA_CIRCpedia_100861;hsa_circZFR_028;NA;5;2;2;NA;NA;NA;3
chr12:120592773-120593523;chr12;120592773;120593523;HSA_CIRCpedia_7094;hsa_circGCN1L1_117;31;23;34;29;16;21;23;18
chr8:133961020-133975319;chr8;133961020;133975319;HSA_CIRCpedia_359620;NA;NA;NA;2;NA;NA;NA;NA;NA
chr3:44871462-44881948;chr3;44871462;44881948;HSA_CIRCpedia_45728;hsa_circKIF15_025;NA;NA;1;NA;NA;NA;NA;NA
chr19:10906047-10909248;chr19;10906047;10909248;HSA_CIRCpedia_24632;hsa_circDNM2_014;8;5;5;8;4;7;NA;4
chr2:144193169-144381836;chr2;144193169;144381836;HSA_CIRCpedia_134837;NA;1;NA;1;1;NA;1;NA;1
chr4:17814539-17819711;chr4;17814539;17819711;HSA_CIRCpedia_102876;NA;NA;NA;2;NA;NA;NA;NA;NA
chr17:74340751-74344662;chr17;74340751;74344662;HSA_CIRCpedia_22457;NA;NA;NA;2;NA;NA;NA;NA;NA
chr15:51240216-51242366;chr15;51240216;51242366;HSA_CIRCpedia_120646;hsa_circAP4E1_009;NA;NA;3;NA;3;NA;1;NA
chr18:12999419-13008630;chr18;12999419;13008630;HSA_CIRCpedia_23197;hsa_circCEP192_003;1;1;3;NA;2;1;5;NA
chr5:37153841-37162668;chr5;37153841;37162668;HSA_CIRCpedia_51701;hsa_circC5orf42_081;NA;NA;1;NA;NA;NA;NA;NA
chr12:99052937-99056584;chr12;99052937;99056584;HSA_CIRCpedia_9924;hsa_circAPAF1_008;NA;NA;2;NA;NA;NA;NA;NA
chr4:54280800-54294350;chr4;54280800;54294350;hsa-circ-FIP1L1-overlap.8;NA;NA;NA;1;NA;NA;NA;NA;NA
chr18:19116002-19148055;chr18;19116002;19148055;HSA_CIRCpedia_23310;hsa_circESCO1_013;NA;NA;1;NA;NA;7;NA;1
chr16:47497809-47623013;chr16;47497809;47623013;hsa-circ-PHKB-overlap.23;NA;2;NA;1;NA;NA;NA;NA;NA
chrX:84322132-84329397;chrX;84322132;84329397;HSA_CIRCpedia_66363;hsa_circAPOOL_004;12;8;8;11;10;11;16;7
chr20:40141484-40143591;chr20;40141484;40143591;HSA_CIRCpedia_34255;hsa_circCHD6_014;NA;NA;12;4;4;5;4;3
chr10:26789747-26802589;chr10;26789747;26802589;HSA_CIRCpedia_1293;hsa_circAPBB1IP_002;23;15;5;16;20;11;18;7
chr10:22171210-22209892;chr10;22171210;22209892;HSA_CIRCpedia_1227;hsa_circDNAJC1_010;NA;2;3;1;NA;NA;NA;NA
chr5:78914469-78915906;chr5;78914469;78915906;hsa_circ_0001503;hsa_circPAPD4_007;16;11;9;7;18;14;25;6
chr6:129843621-129879311;chr6;129843621;129879311;hsa_circ_0003804;hsa_circTCONS_l2_00025470_001;NA;NA;2;NA;NA;NA;NA;NA
chr17:59996760-60002460;chr17;59996760;60002460;HSA_CIRCpedia_21845;hsa_circINTS2_008;3;2;10;9;1;5;7;4
chr10:88203031-88206206;chr10;88203031;88206206;HSA_CIRCpedia_2597;NA;NA;NA;3;1;3;NA;NA;1
chr8:68007527-68007967;chr8;68007527;68007967;HSA_CIRCpedia_61514;hsa_circCSPP1_026;NA;5;1;1;NA;NA;2;NA
chr18:74561481-74587620;chr18;74561481;74587620;HSA_CIRCpedia_24315;hsa_circZNF236_012;NA;NA;2;1;NA;NA;1;NA
chr11:85707868-85718626;chr11;85707868;85718626;HSA_CIRCpedia_5891;hsa_circPICALM_063;NA;1;3;2;NA;NA;NA;5
chr5:176618884-176631293;chr5;176618884;176631293;HSA_CIRCpedia_51268;hsa_circNSD1_011;2;4;4;NA;2;4;5;3
chr4:36212011-36231267;chr4;36212011;36231267;HSA_CIRCpedia_48454;hsa_circARAP2_003;3;5;9;3;4;4;3;9
chr5:72185612-72189530;chr5;72185612;72189530;HSA_CIRCpedia_52494;hsa_circTNPO1_046;NA;NA;1;NA;NA;NA;NA;NA
chr13:77798585-77818086;chr13;77798585;77818086;HSA_CIRCpedia_11137;hsa_circMYCBP2_035;1;NA;1;NA;NA;NA;NA;NA
chr8:54682177-54714456;chr8;54682177;54714456;HSA_CIRCpedia_61351;hsa_circATP6V1H_015;NA;NA;2;NA;NA;NA;NA;NA
chr11:13435076-13443385;chr11;13435076;13443385;HSA_CIRCpedia_3790;hsa_circBTBD10_008;15;7;11;22;10;20;23;12
chr3:5215701-5216099;chr3;5215701;5216099;HSA_CIRCpedia_46302;hsa_circARL8B_007;52;46;44;50;33;31;66;20
chr21:43267198-43280481;chr21;43267198;43280481;HSA_CIRCpedia_96618;NA;NA;NA;2;NA;NA;NA;NA;NA
chr16:68200745-68225678;chr16;68200745;68225678;HSA_CIRCpedia_18268;hsa_circNFATC3_018;1;NA;1;NA;4;NA;NA;NA
chr16:3900297-3901010;chr16;3900297;3901010;HSA_CIRCpedia_17571;hsa_circCREBBP_007;18;18;17;28;9;2;8;7
chr5:139818045-139825560;chr5;139818045;139825560;HSA_CIRCpedia_50500;hsa_circANKHD1-EIF4EBP3_009;4;5;3;4;3;5;NA;5
chr14:51237105-51243857;chr14;51237105;51243857;HSA_CIRCpedia_131312;NA;NA;1;2;NA;NA;NA;NA;NA
chr3:169840378-169843795;chr3;169840378;169843795;hsa_circ_0007854;hsa_circPHC3_046;19;NA;6;NA;NA;7;NA;NA
chr11:102233626-102239279;chr11;102233626;102239279;HSA_CIRCpedia_3037;hsa_circBIRC2_003;9;1;14;12;3;4;16;3
chr6:43106586-43107263;chr6;43106586;43107263;HSA_CIRCpedia_55057;hsa_circPTK7_009;NA;NA;1;NA;NA;NA;NA;NA
chr14:78036726-78045452;chr14;78036726;78045452;HSA_CIRCpedia_13208;hsa_circSPTLC2_006;NA;NA;2;NA;NA;NA;NA;NA
chr7:7249057-7254870;chr7;7249057;7254870;hsa-circ-intronic.12803;NA;NA;NA;1;NA;NA;NA;NA;NA
chr15:90982563-90984916;chr15;90982563;90984916;HSA_CIRCpedia_16106;hsa_circIQGAP1_014;NA;NA;1;7;4;1;NA;NA
chr13:42385360-42407667;chr13;42385360;42407667;HSA_CIRCpedia_10745;hsa_circKIAA0564_028;1;1;3;1;1;8;NA;NA
chr2:33477743-33540336;chr2;33477743;33540336;HSA_CIRCpedia_40994;NA;3;NA;2;NA;NA;NA;NA;1
chr1:67423741-67428843;chr1;67423741;67428843;HSA_CIRCpedia_32825;hsa_circMIER1_005;33;22;28;72;41;37;65;18
chr6:109796601-109798133;chr6;109796601;109798133;HSA_CIRCpedia_53279;hsa_circZBTB24_001;3;NA;4;3;NA;NA;NA;NA
chr15:94899365-94928754;chr15;94899365;94928754;HSA_CIRCpedia_16225;NA;5;11;6;14;9;1;8;5
chr1:247302017-247323115;chr1;247302017;247323115;hsa_circ_0002802;hsa_circZNF124_010;NA;NA;9;6;8;NA;NA;6
chr10:61592282-61612460;chr10;61592282;61612460;HSA_CIRCpedia_1904;hsa_circCCDC6_001;NA;NA;2;2;NA;1;NA;NA
chr7:101559394-101838883;chr7;101559394;101838883;HSA_CIRCpedia_56027;hsa_circCUX1_003;NA;NA;2;8;NA;NA;5;1
chr16:15789764-15790717;chr16;15789764;15790717;hsa_circ_0000675;hsa_circNDE1_018;NA;NA;4;NA;NA;NA;NA;NA
chr2:71653589-71654544;chr2;71653589;71654544;HSA_CIRCpedia_42249;hsa_circZNF638_038;13;4;10;8;7;11;8;2
chr3:45763491-45776865;chr3;45763491;45776865;HSA_CIRCpedia_45777;hsa_circSACM1L_013;NA;NA;4;2;NA;NA;NA;NA
chr12:117356335-117402659;chr12;117356335;117402659;hsa_circ_0004632;hsa_circFBXW8_004;NA;NA;2;NA;NA;NA;NA;NA
chr19:5131086-5138081;chr19;5131086;5138081;HSA_CIRCpedia_26520;hsa_circKDM4B_041;2;1;2;1;NA;NA;NA;NA
chr7:158672374-158698782;chr7;158672374;158698782;HSA_CIRCpedia_57481;hsa_circWDR60_005;NA;NA;2;8;NA;NA;2;3
chr18:9204473-9211782;chr18;9204473;9211782;HSA_CIRCpedia_88196;hsa_circANKRD12_022;2;2;4;NA;NA;NA;6;1
chr6:87920168-87928449;chr6;87920168;87928449;hsa_circ_0004383;hsa_circZNF292_002;12;25;13;5;2;3;8;10
chr16:354303-364683;chr16;354303;364683;HSA_CIRCpedia_17510;hsa_circAXIN1_007;8;13;11;10;14;NA;8;3
chr12:121682375-121683043;chr12;121682375;121683043;HSA_CIRCpedia_7166;hsa_circCAMKK2_020;NA;NA;1;NA;NA;NA;1;NA
chr1:231829571-231830551;chr1;231829571;231830551;HSA_CIRCpedia_30517;NA;1;NA;1;3;NA;NA;1;NA
chr19:50902107-50902741;chr19;50902107;50902741;HSA_CIRCpedia_26513;hsa_circPOLD1_003;13;14;35;21;7;6;26;9
chr14:102661274-102676199;chr14;102661274;102676199;HSA_CIRCpedia_11451;hsa_circWDR20_007;3;6;4;6;7;2;5;5
chr1:6867042-6885270;chr1;6867042;6885270;HSA_CIRCpedia_32834;hsa_circCAMTA1_001;NA;5;3;6;5;2;1;3
chr11:70194294-70202360;chr11;70194294;70202360;HSA_CIRCpedia_342845;hsa_circPPFIA1_021;NA;NA;2;NA;NA;NA;NA;NA
chr7:158662545-158684024;chr7;158662545;158684024;HSA_CIRCpedia_115701;NA;NA;NA;3;NA;NA;1;3;NA
chrX:96136577-96220206;chrX;96136577;96220206;HSA_CIRCpedia_368433;NA;NA;NA;1;NA;NA;NA;NA;NA
chr11:85694908-85742653;chr11;85694908;85742653;HSA_CIRCpedia_66871;hsa_circPICALM_024;2;NA;3;4;NA;NA;1;NA
chr8:56854413-56866543;chr8;56854413;56866543;HSA_CIRCpedia_61381;hsa_circLYN_002;4;15;9;12;9;2;9;3
chr11:128359184-128360471;chr11;128359184;128360471;HSA_CIRCpedia_75582;NA;NA;1;1;NA;NA;NA;NA;NA
chr7:17890448-17933057;chr7;17890448;17933057;hsa-circ-SNX13.69;NA;NA;NA;1;NA;NA;NA;NA;NA
chr4:160107793-160235920;chr4;160107793;160235920;HSA_CIRCpedia_103711;NA;NA;NA;1;NA;NA;NA;NA;NA
chr19:3660963-3661999;chr19;3660963;3661999;HSA_CIRCpedia_25726;hsa_circPIP5K1C_010;21;5;12;23;NA;10;5;6
chr8:133848784-133856563;chr8;133848784;133856563;HSA_CIRCpedia_60131;hsa_circPHF20L1_020;5;4;5;8;4;NA;3;4
chr10:32832227-32873232;chr10;32832227;32873232;hsa_circ_0000233;hsa_circCCDC7_022;109;29;63;92;64;74;118;29
chr11:86778735-86786828;chr11;86778735;86786828;hsa-circ-TMEM135-overlap.4;hsa_circTMEM135_005;NA;NA;2;NA;NA;NA;NA;NA
chr1:145594038-145595220;chr1;145594038;145595220;HSA_CIRCpedia_27720;hsa_circPOLR3C_017;6;8;12;15;3;14;15;9
chr8:22355513-22370945;chr8;22355513;22370945;HSA_CIRCpedia_60612;hsa_circPPP3CC_011;2;NA;3;NA;1;3;2;2
chr9:37126308-37147442;chr9;37126308;37147442;hsa_circRNA_407177;hsa_circZCCHC7_008;43;29;32;53;35;31;71;14
chr15:63845913-63852169;chr15;63845913;63852169;HSA_CIRCpedia_15051;hsa_circUSP3_027;NA;NA;7;NA;NA;2;NA;2
chr2:54127017-54128696;chr2;54127017;54128696;HSA_CIRCpedia_41644;hsa_circPSME4_030;4;NA;2;NA;1;NA;NA;NA
chr11:110007387-110008139;chr11;110007387;110008139;HSA_CIRCpedia_3213;hsa_circZC3H12C_005;8;2;2;7;7;NA;1;3
chr8:135577575-135602598;chr8;135577575;135602598;HSA_CIRCpedia_60143;hsa_circZFAT_012;NA;NA;1;3;NA;NA;NA;NA
chr5:68602643-68609870;chr5;68602643;68609870;HSA_CIRCpedia_136495;hsa_circCCDC125_003;NA;NA;3;2;NA;2;NA;NA
chr4:39739039-39779430;chr4;39739039;39779430;HSA_CIRCpedia_48548;hsa_circUBE2K_014;7;7;4;5;2;4;5;2
chr11:119155678-119156276;chr11;119155678;119156276;HSA_CIRCpedia_3464;hsa_circCBL_023;7;4;1;8;3;NA;9;3
chr1:35824525-35827390;chr1;35824525;35827390;HSA_CIRCpedia_31526;hsa_circZMYM4_006;48;39;33;54;34;58;60;43
chr7:17908029-17937069;chr7;17908029;17937069;HSA_CIRCpedia_57545;hsa_circSNX13_007;NA;6;5;7;NA;4;3;NA
chr16:88677675-88677944;chr16;88677675;88677944;HSA_CIRCpedia_82303;NA;NA;3;1;3;NA;NA;2;2
chr4:178274461-178281831;chr4;178274461;178281831;HSA_CIRCpedia_47994;hsa_circNEIL3_011;27;44;20;41;16;13;29;29
chr1:192990226-192998787;chr1;192990226;192998787;HSA_CIRCpedia_69265;hsa_circUCHL5_003;NA;3;1;3;3;1;NA;NA
chr12:108136973-108140201;chr12;108136973;108140201;HSA_CIRCpedia_6464;hsa_circPRDM4_009;NA;3;2;2;NA;2;NA;NA
chr4:48088482-48106972;chr4;48088482;48106972;HSA_CIRCpedia_169629;NA;NA;NA;1;NA;NA;NA;NA;NA
chr21:34614144-34633032;chr21;34614144;34633032;HSA_CIRCpedia_35259;hsa_circIFNAR2_005;NA;1;1;NA;NA;NA;NA;NA
chr2:71645731-71654544;chr2;71645731;71654544;HSA_CIRCpedia_145989;hsa_circZNF638_032;NA;NA;2;NA;NA;NA;NA;NA
chr10:70679587-70696851;chr10;70679587;70696851;HSA_CIRCpedia_167263;NA;NA;NA;1;NA;NA;NA;NA;NA
chr1:223946971-223959941;chr1;223946971;223959941;HSA_CIRCpedia_30191;hsa_circCAPN2_012;NA;NA;6;2;NA;5;NA;NA
chr11:117109316-117110576;chr11;117109316;117110576;HSA_CIRCpedia_3349;hsa_circRNF214_002;NA;6;1;2;NA;NA;NA;1
chr12:124911167-124934413;chr12;124911167;124934413;HSA_CIRCpedia_7566;hsa_circNCOR2_020;2;NA;1;NA;NA;NA;NA;1
chr1:109865553-109890154;chr1;109865553;109890154;HSA_CIRCpedia_27206;hsa_circSORT1_018;NA;NA;2;NA;NA;NA;NA;NA
chr3:33453072-33467233;chr3;33453072;33467233;HSA_CIRCpedia_45387;hsa_circUBP1_010;1;6;6;5;NA;4;2;NA
chr12:25216653-25222365;chr12;25216653;25222365;HSA_CIRCpedia_8014;hsa_circLRMP_004;NA;NA;4;1;3;NA;1;NA
chr14:53558502-53570574;chr14;53558502;53570574;HSA_CIRCpedia_12406;hsa_circDDHD1_001;6;NA;2;3;3;7;NA;NA
chr12:133311991-133331719;chr12;133311991;133331719;HSA_CIRCpedia_347834;NA;NA;NA;1;NA;NA;NA;NA;NA
chr5:98231929-98235409;chr5;98231929;98235409;HSA_CIRCpedia_53112;hsa_circCHD1_008;NA;NA;2;NA;1;NA;2;NA
chrX:73045949-73061308;chrX;73045949;73061308;hsa-circ-TSIX-antisense.3;hsa_circTCONS_00017338_001;NA;NA;1;NA;NA;NA;2;NA
chr2:69002352-69015088;chr2;69002352;69015088;HSA_CIRCpedia_359068;NA;5;6;2;2;2;NA;NA;NA
chr12:122992764-122995735;chr12;122992764;122995735;HSA_CIRCpedia_7319;hsa_circRSRC2_007;NA;NA;1;NA;NA;NA;2;1
chrX:135084266-135104856;chrX;135084266;135104856;HSA_CIRCpedia_65276;hsa_circSLC9A6_004;NA;NA;1;NA;NA;NA;NA;NA
chr1:104083971-104086069;chr1;104083971;104086069;HSA_CIRCpedia_369927;NA;NA;NA;1;NA;NA;NA;NA;NA
chrX:100273959-100275577;chrX;100273959;100275577;HSA_CIRCpedia_64889;hsa_circTRMT2B_017;2;3;4;NA;NA;NA;NA;NA
chr3:188017044-188059507;chr3;188017044;188059507;hsa-circ-LPP-overlap.1;NA;NA;NA;1;NA;NA;NA;NA;NA
chr17:73835919-73837082;chr17;73835919;73837082;HSA_CIRCpedia_22395;hsa_circUNC13D_005;NA;NA;1;NA;NA;NA;NA;1
chr11:85733409-85742653;chr11;85733409;85742653;HSA_CIRCpedia_5910;hsa_circPICALM_014;32;35;36;74;22;27;50;23
chrX:53430497-53430825;chrX;53430497;53430825;HSA_CIRCpedia_66014;hsa_circSMC1A_021;36;16;25;33;15;13;51;24
chr13:49741379-49749677;chr13;49741379;49749677;HSA_CIRCpedia_10862;hsa_circFNDC3A_017;10;6;8;14;15;5;26;9
chr1:36299590-36301594;chr1;36299590;36301594;HSA_CIRCpedia_107805;hsa_circAGO4_012;NA;1;1;1;NA;NA;NA;NA
chr2:8910799-8917022;chr2;8910799;8917022;HSA_CIRCpedia_42572;hsa_circKIDINS220_037;10;4;5;8;5;NA;8;6
chr2:32703702-32704685;chr2;32703702;32704685;HSA_CIRCpedia_40860;hsa_circBIRC6_343;9;11;6;7;5;4;5;3
chr1:151630710-151655921;chr1;151630710;151655921;HSA_CIRCpedia_27995;hsa_circSNX27_013;4;1;2;NA;NA;NA;3;NA
chr16:15758592-15771806;chr16;15758592;15771806;HSA_CIRCpedia_67367;hsa_circNDE1_005;NA;NA;1;NA;NA;NA;4;NA
chr17:66446868-66449133;chr17;66446868;66449133;HSA_CIRCpedia_22226;hsa_circWIPI1_003;3;4;2;1;NA;2;NA;NA
chr10:103557736-103570071;chr10;103557736;103570071;HSA_CIRCpedia_132;hsa_circMGEA5_020;NA;1;4;7;NA;2;2;1
chr2:69565029-69565697;chr2;69565029;69565697;HSA_CIRCpedia_42120;hsa_circGFPT1_043;4;3;3;1;1;6;NA;2
chr12:83289596-83290425;chr12;83289596;83290425;HSA_CIRCpedia_9692;hsa_circTMTC2_007;NA;NA;2;NA;NA;NA;1;NA
chr7:30363257-30405911;chr7;30363257;30405911;hsa-circ-ZNRF2-overlap.5;hsa_circZNRF2_005;NA;NA;3;2;3;NA;NA;1
chr5:139819703-139825560;chr5;139819703;139825560;HSA_CIRCpedia_50504;hsa_circANKHD1_001;7;8;7;7;6;9;8;NA
chr7:5680784-5692141;chr7;5680784;5692141;HSA_CIRCpedia_58335;hsa_circRNF216_024;7;8;3;12;12;4;8;5
chr2:99681401-99697860;chr2;99681401;99697860;HSA_CIRCpedia_146064;hsa_circTSGA10_009;4;NA;1;NA;2;NA;NA;NA
chr16:53289511-53308214;chr16;53289511;53308214;HSA_CIRCpedia_17862;hsa_circCHD9_048;6;3;1;6;3;NA;2;2
chr5:31995681-32010588;chr5;31995681;32010588;HSA_CIRCpedia_51553;hsa_circPDZD2_003;NA;NA;1;NA;NA;NA;NA;NA
chr10:255828-267296;chr10;255828;267296;HSA_CIRCpedia_1282;hsa_circZMYND11_011;NA;NA;2;NA;NA;NA;NA;NA
chr13:78293666-78327493;chr13;78293666;78327493;HSA_CIRCpedia_11146;hsa_circSLAIN1_010;23;9;25;32;12;19;27;15
chr5:112874770-112878200;chr5;112874770;112878200;HSA_CIRCpedia_49872;hsa_circYTHDC2_012;NA;NA;2;NA;NA;NA;1;2
chr14:45693120-45716580;chr14;45693120;45716580;HSA_CIRCpedia_144456;NA;NA;NA;1;NA;NA;NA;NA;NA
chr4:38828305-38831158;chr4;38828305;38831158;hsa_circRNA_406464;hsa_circTLR6_001;4;3;3;9;NA;2;9;3
chr6:86227473-86239993;chr6;86227473;86239993;HSA_CIRCpedia_55683;hsa_circSNX14_069;4;6;1;10;9;4;15;13
chr5:40771820-40777688;chr5;40771820;40777688;HSA_CIRCpedia_51832;hsa_circPRKAA1_003;NA;NA;1;3;NA;2;NA;NA
chr1:231930987-231954263;chr1;231930987;231954263;HSA_CIRCpedia_30528;hsa_circDISC1_004;33;24;27;40;23;12;29;16
chr9:113734352-113735838;chr9;113734352;113735838;HSA_CIRCpedia_62230;hsa_circLPAR1_015;15;11;6;27;NA;NA;10;18
chr6:157357968-157406039;chr6;157357968;157406039;HSA_CIRCpedia_54093;hsa_circARID1B_031;5;4;8;9;9;3;9;NA
chr14:66028054-66096324;chr14;66028054;66096324;HSA_CIRCpedia_12702;hsa_circFUT8_015;6;NA;3;NA;NA;NA;NA;NA
chr2:61708319-61713097;chr2;61708319;61713097;HSA_CIRCpedia_114105;hsa_circXPO1_100;NA;NA;1;NA;NA;4;NA;NA
chr9:114840817-114842445;chr9;114840817;114842445;HSA_CIRCpedia_62304;hsa_circSUSD1_041;NA;10;5;9;6;NA;10;3
chrX:53627077-53635870;chrX;53627077;53635870;HSA_CIRCpedia_66052;hsa_circHUWE1_066;NA;NA;1;NA;NA;1;NA;1
chr18:12999419-13073184;chr18;12999419;13073184;HSA_CIRCpedia_23206;hsa_circCEP192_016;1;3;1;3;2;4;NA;NA
chr15:75219106-75221573;chr15;75219106;75221573;HSA_CIRCpedia_15665;hsa_circCOX5A_005;3;NA;3;NA;1;2;NA;NA
chr6:154533903-154544377;chr6;154533903;154544377;HSA_CIRCpedia_54005;hsa_circIPCEF1_008;4;2;3;1;5;NA;NA;4
chr4:17806026-17806848;chr4;17806026;17806848;hsa-circ-DCAF16-overlap.3;hsa_circDCAF16_003;NA;NA;1;NA;NA;NA;1;1
chr3:138289159-138291774;chr3;138289159;138291774;HSA_CIRCpedia_43786;hsa_circCEP70_008;25;18;22;34;15;38;41;12
chr8:33310733-33319243;chr8;33310733;33319243;HSA_CIRCpedia_60895;hsa_circFUT10_001;NA;NA;4;NA;NA;NA;NA;NA
chr9:138741982-138758382;chr9;138741982;138758382;HSA_CIRCpedia_63391;hsa_circCAMSAP1_026;5;3;3;7;6;5;2;2
chr17:78263457-78265626;chr17;78263457;78265626;HSA_CIRCpedia_22653;hsa_circRNF213_016;NA;2;2;3;5;NA;2;NA
chr17:27975161-28004759;chr17;27975161;28004759;HSA_CIRCpedia_113237;hsa_circSSH2_030;NA;1;3;NA;NA;NA;NA;NA
chr10:31661946-31676195;chr10;31661946;31676195;HSA_CIRCpedia_1449;hsa_circZEB1_013;9;4;12;12;5;13;8;12
chr15:76576097-76584854;chr15;76576097;76584854;HSA_CIRCpedia_83782;hsa_circETFA_022;NA;NA;1;NA;NA;NA;NA;1
chr12:122995655-122999774;chr12;122995655;122999774;HSA_CIRCpedia_7320;hsa_circRSRC2_005;16;5;6;11;3;5;14;5
chr6:47251673-47254331;chr6;47251673;47254331;HSA_CIRCpedia_55208;hsa_circTNFRSF21_003;5;NA;2;5;3;NA;4;NA
chr5:50045984-50093067;chr5;50045984;50093067;HSA_CIRCpedia_51901;hsa_circPARP8_004;NA;8;2;9;NA;10;NA;NA
chr7:24663284-24720139;chr7;24663284;24720139;HSA_CIRCpedia_57718;hsa_circMPP6_025;2;2;5;2;2;NA;7;4
chr2:37264997-37284623;chr2;37264997;37284623;HSA_CIRCpedia_41123;hsa_circHEATR5B_055;NA;NA;1;1;NA;NA;NA;2
